INFO 2025-06-20 21:55:23,545 autoreload 21584 8428 Watching for file changes with StatReloader
INFO 2025-06-20 21:55:39,583 basehttp 21584 3192 "GET / HTTP/1.1" 200 27118
WARNING 2025-06-20 21:55:40,226 log 21584 3192 Not Found: /favicon.ico
WARNING 2025-06-20 21:55:40,228 basehttp 21584 3192 "GET /favicon.ico HTTP/1.1" 404 7288
INFO 2025-06-20 21:55:43,801 basehttp 21584 3192 "GET /login/ HTTP/1.1" 200 25957
INFO 2025-06-20 21:55:53,308 basehttp 21584 3192 "POST /login/ HTTP/1.1" 200 25957
INFO 2025-06-20 21:56:00,460 basehttp 21584 3192 "POST /login/ HTTP/1.1" 302 0
INFO 2025-06-20 21:56:00,477 basehttp 21584 3192 "GET / HTTP/1.1" 200 30062
INFO 2025-06-20 21:56:04,627 basehttp 21584 3192 "GET /management/ HTTP/1.1" 200 39832
INFO 2025-06-20 21:56:07,697 basehttp 21584 3192 "GET /search/ HTTP/1.1" 200 41340
INFO 2025-06-20 21:56:18,967 basehttp 21584 3192 "GET /search/results/?category=5&sub_category_type=&throat_depth=&throat_width=&transformer=&motor_manufacturer=&drawing_no_1=&description=&stroke=&clamping_force=&weight=&electrode_arm_end=&has_balance=&transformer_placement=&flange_pcd=&bracket_direction=&water_circuit= HTTP/1.1" 200 118382
INFO 2025-06-20 21:56:19,312 basehttp 21584 3192 "GET /media/SDZC-3C30401L.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:56:19,318 basehttp 21584 3192 "GET /media/SDZC-3C30397L.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:56:19,323 basehttp 21584 3192 "GET /media/SDZC-3C30381L.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:56:19,326 basehttp 21584 9804 "GET /media/SDZC-3C30402L.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:56:19,331 basehttp 21584 3192 "GET /media/SDZC-3C30380L.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:56:19,334 basehttp 21584 9804 "GET /media/SDZC-3C30379L.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:56:19,335 basehttp 21584 18124 "GET /media/SDZC-3C30400L.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:56:19,339 basehttp 21584 3192 "GET /media/SDZC-3C30263.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:56:19,344 basehttp 21584 9804 "GET /media/SDZC-3C30261.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:56:19,345 basehttp 21584 18124 "GET /media/SDZC-3C30384L.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:56:19,346 basehttp 21584 3192 "GET /media/SDZC-3C30383L.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:56:19,357 basehttp 21584 9804 "GET /media/SDZC-3C30377L.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:56:19,357 basehttp 21584 3192 "GET /media/SDZC-3C30374L.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:56:19,358 basehttp 21584 18124 "GET /media/SDZC-3C30365L.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:56:19,365 basehttp 21584 3192 "GET /media/SDZC-3C30366L.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:56:19,366 basehttp 21584 9804 "GET /media/SDZC-3C30320L.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:56:19,602 basehttp 21584 2172 "GET /media/SDZC-3C30293.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:56:19,612 basehttp 21584 15996 "GET /media/SDZC-3C30193AL.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:56:19,623 basehttp 21584 14204 "GET /media/SDZC-3C30386L.bmp HTTP/1.1" 200 42
INFO 2025-06-20 21:57:02,195 basehttp 21584 14204 "GET /search/results/?category=5&sub_category_type=&throat_depth=&throat_width=&transformer=&motor_manufacturer=&drawing_no_1=&description=&stroke=&clamping_force=&weight=&electrode_arm_end=&has_balance=&transformer_placement=&flange_pcd=&bracket_direction=&water_circuit=&page=3 HTTP/1.1" 200 122239
